Num_proc  Proc_time  prob_Size   Solution
4 2.800480 1000000000 8.6666666666666
4 0.280734 100000000 8.6666666666663
4 0.028023 10000000 8.6666666666666
4 0.002876 1000000 8.6666666666680
4 0.000363 100000 8.6666666668000
4 0.000089 10000 8.6666666800000
4 0.000135 1000 8.6666680000000
4 0.000067 100 8.6668000000000
4 0.000511 10 8.6800000000000
